#chan	code	gain	vt50	innse	comment
   0	     0	58.5	85.2	1660	OK
   1	     0	60.1	86.6	1651	OK
   2	     0	56.4	84.4	1655	OK
   3	     0	56.1	84.4	1683	OK
   4	     0	57.1	84.0	1664	OK
   5	     0	55.7	82.4	1643	OK
   6	     0	56.3	80.7	1652	OK
   7	     0	56.0	81.7	1684	OK
   8	     0	55.9	82.0	1633	OK
   9	     0	55.9	82.9	1673	OK
  10	     0	56.2	82.3	1651	OK
  11	     0	57.0	81.7	1683	OK
  12	     0	58.1	82.8	1657	OK
  13	     0	57.5	82.8	1653	OK
  14	     0	58.9	85.7	1649	OK
  15	     0	55.9	83.1	1637	OK
  16	     0	55.5	84.7	1658	OK
  17	     0	55.8	82.9	1666	OK
  18	     0	54.7	82.5	1647	OK
  19	     0	57.1	79.8	1614	OK
  20	     0	57.0	82.9	1669	OK
  21	     0	57.4	88.4	1614	OK
  22	     0	56.4	85.9	1647	OK
  23	     0	57.5	83.5	1653	OK
  24	     0	56.5	83.5	1670	OK
  25	     0	59.0	88.1	1642	OK
  26	     0	56.6	85.2	1650	OK
  27	     0	56.9	84.8	1653	OK
  28	     0	57.2	84.8	1648	OK
  29	     0	57.5	87.9	1641	OK
  30	     0	55.5	81.2	1653	OK
  31	     0	57.9	87.5	1614	OK
  32	     0	55.7	80.8	1670	OK
  33	     0	59.2	83.9	1658	OK
  34	     0	57.8	86.9	1618	OK
  35	     0	60.2	87.1	1612	OK
  36	     0	58.2	85.5	1634	OK
  37	     0	57.8	86.8	1652	OK
  38	     0	55.9	81.8	1659	OK
  39	     0	56.2	87.0	1651	OK
  40	     0	55.6	81.7	1652	OK
  41	     0	56.0	85.3	1672	OK
  42	     0	56.9	85.4	1655	OK
  43	     0	55.2	82.9	1681	OK
  44	     0	55.1	82.2	1668	OK
  45	     0	56.7	85.5	1690	OK
  46	     0	55.0	82.0	1658	OK
  47	     0	56.3	85.4	1671	OK
  48	     0	57.9	86.2	1666	OK
  49	     0	57.9	86.6	1674	OK
  50	     0	57.4	82.5	1657	OK
  51	     0	56.5	83.0	1675	OK
  52	     0	59.4	88.4	1654	OK
  53	     0	57.7	86.0	1636	OK
  54	     0	55.7	83.1	1661	OK
  55	     0	55.6	81.3	1663	OK
  56	     0	56.7	83.0	1638	OK
  57	     0	58.6	84.6	1655	OK
  58	     0	56.5	83.9	1666	OK
  59	     0	58.8	86.1	1655	OK
  60	     0	57.3	85.0	1689	OK
  61	     0	56.9	84.5	1697	OK
  62	     0	60.4	89.5	1603	OK
  63	     0	61.2	86.9	1651	OK
  64	     0	59.6	86.7	1628	OK
  65	     0	60.7	86.2	1644	OK
  66	     0	57.0	83.7	1645	OK
  67	     0	58.6	86.0	1645	OK
  68	     0	58.6	84.3	1644	OK
  69	     0	57.9	83.7	1675	OK
  70	     0	56.6	84.6	1672	OK
  71	     0	57.7	85.7	1685	OK
  72	     0	57.3	83.7	1641	OK
  73	     0	55.3	83.2	1676	OK
  74	     0	56.4	81.4	1640	OK
  75	     0	57.3	83.7	1667	OK
  76	     0	56.9	88.0	1608	OK
  77	     0	56.0	84.5	1672	OK
  78	     0	57.2	84.3	1648	OK
  79	     0	58.3	85.9	1675	OK
  80	     0	57.3	86.0	1629	OK
  81	     0	57.1	83.6	1674	OK
  82	     0	56.9	84.0	1668	OK
  83	     0	55.5	81.9	1667	OK
  84	     0	58.3	87.7	1665	OK
  85	     0	55.1	82.5	1681	OK
  86	     0	58.2	84.4	1641	OK
  87	     0	55.2	81.8	1660	OK
  88	     0	55.3	80.5	1681	OK
  89	     0	55.1	85.1	1667	OK
  90	     0	57.2	86.4	1661	OK
  91	     0	56.5	83.0	1661	OK
  92	     0	57.6	83.6	1643	OK
  93	     0	54.6	80.9	1678	OK
  94	     0	54.7	82.4	1706	OK
  95	     0	55.1	81.5	1661	OK
  96	     0	58.5	84.3	1649	OK
  97	     0	55.5	83.1	1689	OK
  98	     0	59.1	86.3	1677	OK
  99	     0	56.9	81.5	1656	OK
 100	     0	55.9	83.5	1684	OK
 101	     0	54.9	84.0	1674	OK
 102	     0	57.1	84.2	1691	OK
 103	     0	55.7	81.9	1691	OK
 104	     0	56.6	84.3	1637	OK
 105	     0	55.4	81.8	1693	OK
 106	     0	55.3	80.8	1652	OK
 107	     0	56.2	81.6	1666	OK
 108	     0	58.1	86.5	1660	OK
 109	     0	55.4	82.2	1671	OK
 110	     0	57.7	85.3	1709	OK
 111	     0	56.5	79.8	1684	OK
 112	     0	56.6	82.6	1694	OK
 113	     0	57.4	84.3	1666	OK
 114	     0	56.8	87.2	1649	OK
 115	     0	56.7	83.6	1670	OK
 116	     0	56.6	85.4	1668	OK
 117	     0	57.1	83.0	1705	OK
 118	     0	56.8	85.0	1653	OK
 119	     0	55.7	84.0	1659	OK
 120	     0	57.2	84.4	1668	OK
 121	     0	56.8	82.7	1682	OK
 122	     0	55.5	81.3	1692	OK
 123	     0	55.9	81.6	1717	OK
 124	     0	58.2	84.5	1660	OK
 125	     0	56.0	81.0	1720	OK
 126	     0	58.0	85.4	1694	OK
 127	  4000	56.9	81.1	1857	high noise
 128	     0	59.4	85.9	1606	OK
 129	     0	58.1	85.1	1627	OK
 130	     0	57.3	84.1	1577	OK
 131	     0	59.9	90.4	1556	OK
 132	     0	56.4	83.5	1594	OK
 133	     0	59.2	85.0	1594	OK
 134	     0	57.1	85.1	1584	OK
 135	     0	59.1	84.1	1602	OK
 136	     0	56.5	81.6	1597	OK
 137	     0	58.3	87.4	1561	OK
 138	     0	56.7	84.8	1595	OK
 139	     0	56.2	84.7	1592	OK
 140	     0	56.2	82.0	1619	OK
 141	     0	56.9	82.0	1617	OK
 142	     0	55.0	82.4	1601	OK
 143	     0	55.3	82.8	1575	OK
 144	     0	57.5	83.0	1596	OK
 145	     0	56.4	84.1	1580	OK
 146	     0	57.3	83.9	1585	OK
 147	     0	58.0	84.0	1605	OK
 148	     0	58.5	83.5	1573	OK
 149	     0	59.2	87.0	1538	OK
 150	     0	57.7	84.2	1576	OK
 151	     0	55.4	83.2	1573	OK
 152	     0	56.1	82.7	1600	OK
 153	     0	57.7	84.2	1595	OK
 154	     0	60.0	85.2	1546	OK
 155	     0	57.7	86.1	1554	OK
 156	     0	55.1	81.3	1607	OK
 157	     0	55.1	79.9	1611	OK
 158	     0	56.2	79.3	1604	OK
 159	     0	56.9	81.9	1561	OK
 160	     0	54.7	83.9	1627	OK
 161	     0	58.9	84.0	1597	OK
 162	     0	55.8	81.1	1581	OK
 163	     0	56.5	84.8	1572	OK
 164	     0	57.4	83.8	1626	OK
 165	     0	57.1	86.0	1568	OK
 166	     0	55.9	85.4	1601	OK
 167	     0	56.1	83.2	1630	OK
 168	     0	57.0	85.3	1580	OK
 169	     0	58.5	86.1	1599	OK
 170	     0	56.2	81.0	1601	OK
 171	     0	57.9	84.7	1625	OK
 172	     0	56.5	85.9	1585	OK
 173	     0	57.7	87.0	1605	OK
 174	     0	57.6	83.8	1621	OK
 175	     0	58.0	83.5	1600	OK
 176	     0	55.7	84.1	1592	OK
 177	     0	58.1	87.0	1597	OK
 178	     0	56.4	82.7	1627	OK
 179	     0	58.8	85.2	1615	OK
 180	     0	58.2	83.4	1628	OK
 181	     0	57.6	84.8	1634	OK
 182	     0	55.3	82.1	1620	OK
 183	     0	58.1	86.0	1612	OK
 184	     0	60.4	87.1	1597	OK
 185	     0	58.0	83.8	1635	OK
 186	     0	56.5	80.2	1609	OK
 187	     0	56.4	82.0	1624	OK
 188	     0	56.7	84.9	1627	OK
 189	     0	57.2	85.3	1594	OK
 190	     0	57.1	85.2	1632	OK
 191	     0	58.8	86.1	1586	OK
 192	     0	57.8	85.6	1595	OK
 193	     0	57.8	84.4	1601	OK
 194	     0	56.6	85.5	1607	OK
 195	     0	58.6	84.4	1605	OK
 196	     0	55.7	80.4	1610	OK
 197	     0	56.5	81.2	1604	OK
 198	     0	54.2	81.2	1614	OK
 199	     0	57.1	84.6	1619	OK
 200	     0	54.3	80.4	1601	OK
 201	     0	56.6	82.9	1647	OK
 202	     0	54.0	82.0	1625	OK
 203	     0	56.5	84.4	1616	OK
 204	     0	53.1	78.6	1630	OK
 205	     0	54.9	79.9	1634	OK
 206	     0	54.2	81.1	1655	OK
 207	     0	52.7	79.8	1646	OK
 208	     0	55.8	83.6	1619	OK
 209	     0	54.1	80.9	1625	OK
 210	     0	53.3	81.2	1666	OK
 211	     0	56.0	84.8	1642	OK
 212	     0	56.2	84.1	1641	OK
 213	     0	53.9	82.2	1658	OK
 214	     0	53.9	81.2	1651	OK
 215	     0	53.8	82.8	1634	OK
 216	     0	55.5	83.0	1643	OK
 217	     0	56.6	83.1	1655	OK
 218	     0	55.1	81.1	1603	OK
 219	     0	55.5	85.0	1607	OK
 220	     0	54.8	83.5	1613	OK
 221	     0	55.7	86.3	1608	OK
 222	     0	53.4	84.7	1595	OK
 223	     0	54.0	79.5	1667	OK
 224	     0	57.1	86.5	1636	OK
 225	     0	55.8	84.1	1625	OK
 226	     0	55.9	85.6	1611	OK
 227	     0	56.5	84.4	1627	OK
 228	     0	57.1	85.0	1599	OK
 229	     0	57.1	82.6	1658	OK
 230	     0	53.5	81.9	1624	OK
 231	     0	55.2	81.2	1647	OK
 232	     0	54.5	83.3	1628	OK
 233	     0	53.8	82.0	1633	OK
 234	     0	54.7	84.8	1631	OK
 235	     0	56.1	83.9	1641	OK
 236	     0	56.2	82.3	1621	OK
 237	     0	55.1	79.0	1642	OK
 238	     0	54.7	83.8	1606	OK
 239	     0	55.6	83.9	1637	OK
 240	     0	55.2	81.6	1635	OK
 241	     0	53.0	79.3	1632	OK
 242	     0	53.9	83.3	1651	OK
 243	     0	54.1	84.0	1676	OK
 244	     0	58.3	86.8	1634	OK
 245	     0	53.5	80.9	1665	OK
 246	     0	54.8	83.1	1626	OK
 247	     0	55.1	83.4	1608	OK
 248	     0	53.4	82.9	1637	OK
 249	     0	49.5	75.7	1666	OK
 250	     0	53.5	81.4	1682	OK
 251	     0	54.1	81.1	1644	OK
 252	     0	54.6	81.3	1663	OK
 253	     0	53.7	80.5	1671	OK
 254	     0	54.9	84.1	1600	OK
 255	     0	55.3	87.9	1607	OK
 256	  4000	63.7	88.3	1642	high noise
 257	     0	62.0	93.2	1604	OK
 258	  4000	60.4	87.0	1636	high noise
 259	  4000	62.8	89.4	1632	high noise
 260	  4000	63.0	88.6	1629	high noise
 261	     0	63.0	92.0	1605	OK
 262	     0	61.2	90.5	1607	OK
 263	     0	60.2	120.8	1488	OK
 264	  4000	59.3	86.3	1628	high noise
 265	  4000	61.6	88.9	1678	high noise
 266	  4000	63.2	88.6	1655	high noise
 267	  4000	60.4	85.1	1694	high noise
 268	  4000	61.1	84.9	1664	high noise
 269	  4000	60.9	90.3	1639	high noise
 270	     0	62.7	94.6	1581	OK
 271	  4000	63.0	88.7	1665	high noise
 272	  4000	61.5	88.9	1651	high noise
 273	     0	60.1	90.5	1623	OK
 274	  4000	59.0	83.8	1657	high noise
 275	     0	60.0	89.9	1615	OK
 276	     0	60.4	87.7	1593	OK
 277	     0	59.8	87.3	1623	OK
 278	     0	61.6	89.5	1581	OK
 279	     0	60.4	89.1	1609	OK
 280	     0	61.3	87.8	1610	OK
 281	     0	64.2	89.7	1598	OK
 282	     0	60.9	85.1	1599	OK
 283	     0	60.4	88.5	1616	OK
 284	     0	62.1	90.6	1568	OK
 285	     0	60.4	86.7	1591	OK
 286	     0	60.4	85.5	1597	OK
 287	     0	59.1	84.9	1577	OK
 288	     0	61.4	88.1	1583	OK
 289	     0	60.9	85.3	1604	OK
 290	     0	63.7	89.6	1538	OK
 291	     0	59.5	84.1	1563	OK
 292	     0	60.8	86.1	1561	OK
 293	     0	61.4	85.7	1539	OK
 294	     0	61.7	89.1	1536	OK
 295	     0	59.5	84.7	1576	OK
 296	     0	59.1	86.4	1540	OK
 297	     0	60.4	86.2	1527	OK
 298	     0	60.8	84.8	1571	OK
 299	     0	60.7	88.6	1515	OK
 300	     0	62.2	88.3	1527	OK
 301	     0	62.5	89.7	1528	OK
 302	     0	60.5	85.7	1551	OK
 303	     0	60.4	87.0	1557	OK
 304	     0	60.7	88.5	1537	OK
 305	     0	59.2	84.4	1571	OK
 306	     0	60.7	87.6	1541	OK
 307	     0	58.7	83.5	1554	OK
 308	     0	59.8	88.1	1516	OK
 309	     0	60.5	87.1	1553	OK
 310	     0	59.7	83.6	1550	OK
 311	     0	61.2	87.1	1536	OK
 312	     0	61.0	85.7	1550	OK
 313	     0	62.4	90.3	1487	OK
 314	     0	62.0	85.7	1542	OK
 315	     0	61.0	87.6	1502	OK
 316	     0	62.6	87.1	1526	OK
 317	     0	64.0	89.0	1524	OK
 318	     0	63.5	89.5	1539	OK
 319	     0	63.4	90.1	1493	OK
 320	     0	66.1	90.0	1502	OK
 321	     0	65.9	90.0	1503	OK
 322	     0	61.8	85.3	1564	OK
 323	     0	62.7	88.3	1533	OK
 324	     0	63.5	87.8	1536	OK
 325	     0	61.8	86.0	1567	OK
 326	     0	60.6	89.1	1513	OK
 327	     0	63.4	87.6	1528	OK
 328	     0	60.7	83.4	1580	OK
 329	     0	60.7	87.2	1556	OK
 330	     0	61.5	89.3	1536	OK
 331	     0	57.2	85.5	1548	OK
 332	     0	62.5	99.5	1432	OK
 333	     0	59.3	87.3	1545	OK
 334	     0	58.9	85.3	1554	OK
 335	     0	61.0	88.4	1564	OK
 336	     0	61.5	87.1	1529	OK
 337	     0	60.1	86.1	1563	OK
 338	     0	57.1	82.9	1547	OK
 339	     0	60.4	89.3	1510	OK
 340	     0	61.4	89.4	1510	OK
 341	     0	60.7	85.3	1570	OK
 342	     0	60.0	84.0	1587	OK
 343	     0	59.0	84.5	1529	OK
 344	     0	60.3	86.3	1562	OK
 345	     0	60.8	86.8	1569	OK
 346	     0	60.0	86.9	1564	OK
 347	     0	61.8	87.9	1562	OK
 348	     0	60.5	87.9	1550	OK
 349	     0	60.7	85.4	1573	OK
 350	     0	57.2	82.4	1605	OK
 351	     0	59.8	86.5	1546	OK
 352	     0	59.7	84.2	1601	OK
 353	     0	59.2	84.3	1582	OK
 354	     0	58.7	84.4	1585	OK
 355	     0	58.6	83.6	1579	OK
 356	     0	60.1	86.3	1559	OK
 357	     0	58.7	84.2	1598	OK
 358	     0	61.6	87.0	1538	OK
 359	     0	58.9	83.1	1577	OK
 360	     0	62.8	104.1	1433	OK
 361	     0	60.5	84.8	1525	OK
 362	     0	57.9	82.4	1568	OK
 363	     0	59.5	85.0	1548	OK
 364	     0	58.5	81.7	1572	OK
 365	     0	60.7	86.0	1535	OK
 366	     0	58.0	83.0	1536	OK
 367	     0	60.5	87.0	1519	OK
 368	     0	58.0	83.3	1537	OK
 369	     0	59.7	86.1	1551	OK
 370	     0	57.3	85.0	1565	OK
 371	     0	60.4	86.0	1559	OK
 372	     0	59.1	83.7	1533	OK
