#chan	code	gain	vt50	innse	comment
   0	     0	72.9	142.1	 805	OK
   1	     0	73.8	141.8	 815	OK
   2	     0	74.0	142.8	 788	OK
   3	     0	74.0	142.0	 790	OK
   4	     0	74.3	143.3	 775	OK
   5	     0	72.8	139.2	 809	OK
   6	     0	73.6	141.8	 793	OK
   7	     0	73.3	140.2	 791	OK
   8	     0	69.3	136.4	 778	OK
   9	     0	69.9	134.3	 797	OK
  10	     0	70.8	137.6	 790	OK
  11	     0	71.5	136.3	 794	OK
  12	     0	71.6	138.1	 788	OK
  13	     0	72.2	139.0	 798	OK
  14	     0	70.6	136.2	 798	OK
  15	     0	71.5	136.0	 785	OK
  16	     0	70.5	135.8	 782	OK
  17	     0	72.3	138.1	 793	OK
  18	     0	72.0	138.3	 786	OK
  19	     0	72.0	138.4	 801	OK
  20	     0	73.0	139.2	 781	OK
  21	     0	70.3	137.3	 792	OK
  22	     0	71.8	138.3	 788	OK
  23	     0	70.5	135.1	 776	OK
  24	     0	70.6	135.2	 794	OK
  25	     0	71.1	136.4	 809	OK
  26	     0	69.8	136.1	 781	OK
  27	     0	70.2	135.6	 786	OK
  28	     0	68.7	132.5	 795	OK
  29	     0	73.9	141.6	 790	OK
  30	     0	72.0	139.7	 792	OK
  31	     0	70.5	137.1	 803	OK
  32	     0	69.7	135.1	 810	OK
  33	     0	69.4	134.1	 802	OK
  34	     0	70.6	136.1	 784	OK
  35	     0	73.4	140.9	 779	OK
  36	     0	72.5	139.8	 800	OK
  37	     0	72.1	137.6	 799	OK
  38	     0	70.2	135.8	 807	OK
  39	     0	70.7	138.6	 802	OK
  40	     0	70.7	136.9	 794	OK
  41	     0	68.7	133.7	 796	OK
  42	     0	70.5	137.1	 811	OK
  43	     0	70.2	136.2	 791	OK
  44	     0	71.8	135.7	 815	OK
  45	     0	70.4	136.3	 803	OK
  46	     0	71.4	136.9	 800	OK
  47	     0	71.0	138.1	 777	OK
  48	     0	70.5	133.8	 803	OK
  49	     0	69.9	135.9	 805	OK
  50	     0	70.2	134.9	 816	OK
  51	     0	72.8	138.5	 798	OK
  52	     0	71.2	136.5	 807	OK
  53	     0	73.0	138.6	 803	OK
  54	  4000	70.7	136.1	 850	high noise
  55	     0	70.8	137.3	 780	OK
  56	     0	70.2	134.9	 798	OK
  57	     0	72.9	140.0	 806	OK
  58	     0	69.8	134.1	 811	OK
  59	     0	71.9	140.5	 800	OK
  60	     0	73.8	142.9	 813	OK
  61	  4000	70.8	137.4	 846	high noise
  62	     0	74.1	143.0	 802	OK
  63	     0	71.0	136.8	 773	OK
  64	     0	72.7	139.6	 785	OK
  65	     0	70.4	136.1	 796	OK
  66	     0	71.0	138.4	 823	OK
  67	     0	73.3	140.3	 790	OK
  68	     0	72.7	140.9	 801	OK
  69	     0	73.2	141.5	 788	OK
  70	     0	71.6	138.7	 810	OK
  71	     0	72.4	139.0	 799	OK
  72	     0	72.0	138.6	 795	OK
  73	     0	70.0	134.7	 818	OK
  74	     0	71.5	136.9	 805	OK
  75	     0	69.1	133.6	 800	OK
  76	     0	70.1	134.9	 813	OK
  77	     0	69.9	135.5	 789	OK
  78	     0	69.8	135.8	 781	OK
  79	     0	70.1	135.9	 816	OK
  80	     0	70.8	135.7	 805	OK
  81	     0	68.9	133.1	 800	OK
  82	     0	69.5	132.6	 799	OK
  83	     0	69.8	136.0	 809	OK
  84	     0	67.9	131.8	 803	OK
  85	     0	71.8	138.7	 781	OK
  86	     0	68.6	131.3	 791	OK
  87	     0	70.9	135.1	 802	OK
  88	     0	69.3	134.4	 797	OK
  89	     0	69.3	135.7	 799	OK
  90	     0	68.0	131.4	 790	OK
  91	     0	69.0	135.4	 785	OK
  92	     0	68.9	132.6	 803	OK
  93	     0	67.4	131.4	 772	OK
  94	     0	70.3	136.0	 804	OK
  95	     0	72.4	140.0	 805	OK
  96	     0	68.5	133.5	 805	OK
  97	     0	68.9	132.8	 791	OK
  98	     0	70.4	135.5	 816	OK
  99	     0	71.4	136.0	 799	OK
 100	     0	67.8	130.7	 802	OK
 101	     0	67.7	129.4	 798	OK
