#chan	code	gain	vt50	innse	comment
   0	     0	77.6	146.2	1024	OK
   1	     0	75.0	143.1	1036	OK
   2	     0	72.3	138.0	1040	OK
   3	     0	74.4	140.7	1029	OK
   4	     0	74.0	141.5	1024	OK
   5	     0	73.9	138.0	1030	OK
   6	     0	72.7	137.5	1040	OK
   7	     0	72.4	140.3	1023	OK
   8	     0	72.2	140.1	1033	OK
   9	     0	74.8	141.0	1038	OK
  10	     0	71.7	138.4	1027	OK
  11	     0	73.7	140.0	1020	OK
  12	     0	73.4	139.0	1046	OK
  13	     0	75.7	143.1	1024	OK
  14	     0	73.0	138.5	1027	OK
  15	     0	73.3	140.6	1019	OK
  16	     0	71.4	137.7	1033	OK
  17	     0	73.4	140.0	1011	OK
  18	     0	75.4	145.4	1036	OK
  19	     0	73.0	137.5	1061	OK
  20	     0	72.8	137.3	1027	OK
  21	     0	73.2	138.2	1027	OK
  22	     0	73.7	139.7	1001	OK
  23	     0	75.9	145.1	1035	OK
  24	     0	74.6	141.4	1045	OK
  25	     0	74.4	141.6	1057	OK
  26	     0	74.2	143.6	1009	OK
  27	     0	73.5	141.3	1021	OK
  28	     0	72.1	136.6	1032	OK
  29	     0	76.6	145.8	1047	OK
  30	     0	74.2	142.8	1034	OK
  31	     0	73.3	138.8	1037	OK
  32	     0	74.5	140.7	1057	OK
  33	     0	74.2	139.7	1030	OK
  34	     0	75.1	141.7	1026	OK
  35	     0	72.1	137.3	1033	OK
  36	     0	73.3	141.9	1045	OK
  37	     0	74.3	139.6	1040	OK
  38	     0	73.2	139.7	1022	OK
  39	     0	74.7	141.0	1054	OK
  40	     0	73.4	138.2	1009	OK
  41	     0	74.4	140.7	1036	OK
  42	     0	74.5	142.4	1028	OK
  43	     0	75.3	143.7	1048	OK
  44	     0	70.9	136.4	1043	OK
  45	     0	74.1	142.4	1050	OK
  46	     0	73.1	140.5	1063	OK
  47	     0	76.1	143.4	1054	OK
  48	     0	75.4	144.0	1025	OK
  49	     0	74.2	142.7	1036	OK
  50	     0	74.1	142.7	 998	OK
  51	     0	74.7	141.5	1015	OK
  52	     0	71.9	139.2	1041	OK
  53	     0	74.6	143.1	1022	OK
  54	     0	73.4	139.9	1028	OK
  55	     0	71.9	137.3	1067	OK
  56	     0	74.9	141.8	1028	OK
  57	     0	74.7	142.2	1055	OK
  58	     0	76.4	144.6	1010	OK
