#chan	code	gain	vt50	innse	comment
   0	     0	75.9	101.8	1241	OK
   1	     0	75.1	101.0	1246	OK
   2	     0	76.0	107.7	1261	OK
   3	     0	75.4	99.8	1238	OK
   4	     0	72.5	98.7	1263	OK
   5	     0	72.3	99.2	1261	OK
   6	     0	72.1	96.8	1229	OK
   7	     0	72.5	97.3	1260	OK
   8	     0	71.8	96.9	1212	OK
   9	     0	72.6	99.3	1244	OK
  10	     0	73.9	100.2	1252	OK
  11	     0	71.9	96.7	1254	OK
  12	     0	72.1	97.6	1235	OK
  13	     0	74.1	101.2	1259	OK
  14	     0	71.9	98.4	1252	OK
  15	     0	71.5	99.0	1245	OK
  16	     0	70.0	96.1	1258	OK
  17	     0	72.5	99.6	1229	OK
  18	     0	72.0	98.3	1248	OK
  19	     0	73.9	101.3	1247	OK
  20	     0	74.0	102.0	1250	OK
  21	     0	71.7	101.0	1240	OK
  22	     0	73.8	98.1	1247	OK
  23	     0	73.8	103.7	1256	OK
  24	     0	70.9	98.5	1240	OK
  25	     0	73.5	101.4	1233	OK
  26	     0	71.4	99.3	1257	OK
  27	     0	74.0	100.2	1243	OK
  28	     0	71.7	99.2	1243	OK
  29	     0	72.4	102.9	1259	OK
  30	     0	71.9	96.5	1245	OK
  31	     0	74.2	100.1	1279	OK
  32	     0	72.7	100.7	1263	OK
  33	     0	70.7	101.7	1230	OK
  34	     0	70.8	96.5	1256	OK
  35	     0	72.7	99.6	1270	OK
  36	     0	72.9	102.6	1240	OK
  37	     0	73.4	96.8	1239	OK
  38	     0	74.4	100.1	1249	OK
  39	     0	74.3	101.2	1278	OK
  40	     0	72.9	99.8	1262	OK
  41	     0	70.9	98.3	1249	OK
  42	     0	73.0	102.9	1252	OK
  43	     0	73.1	100.5	1238	OK
  44	     0	74.5	100.2	1254	OK
  45	     0	74.0	102.9	1241	OK
  46	     0	72.7	99.0	1221	OK
  47	     0	70.7	98.1	1262	OK
  48	     0	73.0	99.9	1257	OK
  49	     0	74.3	98.1	1258	OK
  50	     0	74.3	100.3	1273	OK
  51	     0	73.8	101.6	1274	OK
  52	     0	72.9	100.1	1248	OK
  53	     0	71.7	97.7	1264	OK
  54	     0	74.6	99.9	1233	OK
  55	     0	71.8	99.4	1264	OK
  56	     0	72.9	97.9	1257	OK
  57	     0	72.3	99.9	1254	OK
  58	     0	74.7	103.5	1270	OK
  59	     0	73.1	101.0	1244	OK
  60	     0	74.7	103.0	1240	OK
  61	     0	74.0	103.2	1266	OK
  62	     0	74.6	100.9	1256	OK
  63	     0	77.1	102.5	1249	OK
  64	     0	74.0	98.4	1250	OK
  65	     0	74.7	103.9	1270	OK
  66	     0	72.1	98.2	1265	OK
  67	     0	70.2	90.1	1251	OK
  68	     0	72.6	97.6	1232	OK
  69	     0	70.3	97.0	1239	OK
  70	     0	70.2	99.1	1224	OK
  71	     0	70.1	97.3	1270	OK
  72	     0	71.0	99.3	1229	OK
