#chan	code	gain	vt50	innse	comment
   0	     0	77.4	142.9	 675	OK
   1	     0	75.6	137.8	 673	OK
   2	     0	76.6	139.7	 700	OK
   3	     0	78.5	143.0	 682	OK
   4	     0	75.6	137.9	 671	OK
   5	     0	76.7	139.8	 673	OK
   6	     0	76.1	141.1	 682	OK
   7	     0	76.3	140.4	 672	OK
   8	     0	75.3	139.5	 681	OK
   9	     0	77.0	141.2	 678	OK
  10	     0	74.3	137.7	 671	OK
  11	     0	76.1	139.3	 678	OK
  12	     0	77.0	140.2	 684	OK
  13	     0	75.8	138.7	 678	OK
  14	     0	78.0	142.2	 679	OK
  15	     0	77.3	140.7	 682	OK
  16	     0	76.2	138.5	 665	OK
  17	     0	76.8	142.3	 682	OK
  18	     0	72.9	135.2	 672	OK
  19	     0	75.9	139.7	 672	OK
  20	     0	75.6	138.1	 675	OK
  21	     0	77.9	141.6	 666	OK
  22	     0	74.9	137.9	 660	OK
  23	     0	75.1	137.0	 668	OK
  24	     0	76.3	137.7	 653	OK
  25	     0	75.8	138.7	 686	OK
  26	     0	77.2	140.2	 677	OK
  27	     0	75.8	139.7	 673	OK
  28	     0	76.6	138.8	 652	OK
  29	     0	75.1	137.1	 682	OK
  30	     0	74.9	137.7	 684	OK
  31	     0	75.2	137.9	 659	OK
  32	     0	75.0	138.7	 673	OK
  33	     0	75.1	137.8	 661	OK
  34	     0	76.4	138.9	 669	OK
  35	     0	76.3	138.3	 674	OK
  36	     0	77.5	140.2	 636	OK
  37	     0	74.4	136.9	 692	OK
  38	     0	75.9	137.4	 669	OK
  39	     0	75.9	137.1	 673	OK
  40	     0	77.0	137.4	 670	OK
  41	     0	76.1	140.5	 687	OK
  42	     0	76.8	141.9	 675	OK
  43	     0	78.4	142.6	 679	OK
  44	     0	75.7	140.1	 677	OK
  45	     0	75.1	137.7	 684	OK
  46	     0	75.7	138.3	 660	OK
  47	     0	77.3	139.9	 670	OK
  48	     0	73.3	135.2	 667	OK
  49	     0	76.8	141.9	 686	OK
  50	     0	76.8	142.8	 669	OK
  51	     0	75.9	139.6	 669	OK
  52	     0	76.9	140.4	 662	OK
  53	     0	75.4	137.8	 666	OK
  54	     0	76.5	140.8	 663	OK
  55	     0	79.8	144.6	 663	OK
  56	     0	74.7	137.3	 669	OK
  57	     0	77.2	140.8	 669	OK
  58	     0	77.9	140.6	 677	OK
  59	     0	76.3	139.0	 671	OK
  60	     0	77.1	142.2	 683	OK
  61	     0	77.1	140.5	 669	OK
  62	     0	77.2	139.8	 672	OK
  63	     0	78.2	141.3	 675	OK
  64	     0	78.5	143.5	 680	OK
  65	     0	79.4	146.6	 659	OK
  66	     0	75.6	138.7	 672	OK
  67	     0	77.8	141.5	 681	OK
  68	     0	79.6	144.6	 671	OK
  69	     0	78.2	140.8	 675	OK
  70	     0	79.1	144.7	 682	OK
  71	     0	74.8	137.0	 672	OK
  72	     0	79.4	141.9	 674	OK
  73	     0	77.6	143.0	 672	OK
  74	     0	79.8	144.1	 667	OK
  75	     0	80.5	146.8	 669	OK
  76	     0	76.2	137.5	 667	OK
  77	     0	78.1	141.6	 651	OK
  78	     0	77.5	141.1	 668	OK
  79	     0	77.4	139.4	 656	OK
  80	     0	78.3	141.6	 655	OK
  81	     0	77.3	139.5	 690	OK
  82	     0	79.7	144.3	 650	OK
  83	     0	80.3	144.0	 660	OK
  84	     0	79.9	144.3	 650	OK
  85	     0	77.0	139.6	 667	OK
  86	     0	79.1	143.5	 666	OK
  87	     0	78.8	140.4	 666	OK
  88	     0	78.1	141.7	 658	OK
  89	     0	76.9	139.7	 679	OK
  90	     0	78.9	141.6	 657	OK
  91	     0	76.6	140.4	 653	OK
  92	     0	77.8	142.9	 644	OK
  93	     0	80.5	144.5	 660	OK
  94	     0	77.2	139.2	 672	OK
  95	     0	76.8	139.6	 660	OK
  96	     0	78.4	142.8	 646	OK
  97	     0	80.3	145.2	 653	OK
  98	     0	78.5	140.9	 650	OK
  99	     0	78.6	142.3	 638	OK
 100	     0	79.2	142.0	 652	OK
 101	     0	77.1	137.3	 651	OK
 102	     0	78.9	144.0	 630	OK
 103	     0	79.2	142.6	 622	OK
 104	     0	80.4	145.6	 656	OK
 105	     0	78.3	143.5	 641	OK
 106	     0	82.2	147.7	 646	OK
 107	     0	79.9	144.4	 637	OK
 108	     0	79.6	142.0	 637	OK
 109	     0	80.6	143.1	 637	OK
 110	     0	78.0	143.0	 662	OK
 111	     0	79.6	144.4	 648	OK
 112	     0	77.6	139.3	 641	OK
 113	     0	79.8	144.6	 650	OK
 114	     0	78.6	143.0	 640	OK
 115	     0	80.1	143.2	 636	OK
 116	     0	76.6	140.4	 647	OK
 117	     0	77.8	140.7	 637	OK
 118	     0	81.3	146.4	 621	OK
 119	     0	78.7	140.1	 641	OK
 120	     0	80.4	144.7	 645	OK
 121	     0	78.2	139.7	 639	OK
 122	     0	79.1	145.3	 608	OK
 123	     0	81.3	147.2	 639	OK
 124	     0	80.7	144.3	 644	OK
 125	     0	81.0	145.1	 629	OK
 126	     0	80.4	142.6	 631	OK
 127	     0	84.9	148.9	 637	OK
 128	     0	78.7	143.7	 694	OK
 129	     0	77.6	140.7	 672	OK
 130	     0	79.9	145.0	 653	OK
 131	     0	78.5	141.3	 666	OK
 132	     0	77.8	141.1	 675	OK
 133	     0	78.5	143.4	 664	OK
 134	     0	80.0	142.7	 684	OK
