#chan	code	gain	vt50	innse	comment
   0	     0	74.8	148.0	1733	OK
   1	     0	73.3	140.1	1759	OK
   2	     0	73.5	148.8	1741	OK
   3	     0	74.0	138.7	1728	OK
   4	     0	73.2	142.1	1760	OK
   5	     0	73.3	142.8	1727	OK
   6	     0	72.6	139.4	1743	OK
   7	     0	74.1	142.7	1745	OK
   8	     0	70.7	136.7	1737	OK
   9	     0	73.7	140.1	1748	OK
  10	     0	70.6	135.5	1752	OK
  11	     0	69.7	133.7	1719	OK
  12	     0	70.8	135.5	1750	OK
  13	     0	70.6	136.6	1744	OK
  14	     0	69.4	133.1	1740	OK
  15	     0	73.6	140.0	1712	OK
  16	     0	71.9	137.5	1742	OK
  17	     0	71.9	137.8	1723	OK
  18	     0	71.7	137.2	1713	OK
  19	     0	71.6	136.9	1740	OK
  20	     0	72.2	136.3	1727	OK
  21	     0	70.8	135.4	1755	OK
  22	     0	69.9	133.8	1733	OK
  23	     0	70.6	137.1	1748	OK
  24	     0	72.2	139.4	1740	OK
  25	     0	71.2	135.5	1745	OK
  26	     0	71.2	138.5	1731	OK
  27	     0	71.1	139.7	1761	OK
  28	     0	71.0	135.2	1757	OK
  29	     0	71.3	133.0	1729	OK
  30	     0	71.5	134.6	1745	OK
  31	     0	71.9	137.3	1737	OK
  32	     0	69.9	135.8	1740	OK
  33	     0	71.0	135.1	1725	OK
  34	     0	71.7	138.2	1729	OK
  35	     0	70.5	132.3	1746	OK
  36	     0	70.8	137.0	1713	OK
  37	     0	72.1	135.7	1743	OK
  38	     0	72.0	137.9	1737	OK
  39	     0	72.6	141.2	1752	OK
  40	     0	70.5	135.0	1764	OK
  41	     0	73.1	137.1	1728	OK
  42	     0	71.5	136.6	1721	OK
  43	     0	71.9	137.8	1753	OK
  44	     0	71.6	135.0	1756	OK
  45	     0	69.0	130.4	1748	OK
  46	     0	72.8	139.7	1725	OK
  47	     0	73.0	138.2	1718	OK
  48	     0	71.0	136.3	1727	OK
  49	     0	73.0	139.6	1726	OK
  50	     0	71.7	135.3	1757	OK
  51	     0	71.7	134.6	1740	OK
  52	     0	73.2	136.4	1753	OK
  53	     0	72.5	135.6	1753	OK
  54	     0	73.9	139.2	1717	OK
  55	     0	73.7	142.0	1738	OK
  56	     0	71.0	134.0	1750	OK
  57	     0	71.9	136.9	1748	OK
  58	     0	73.3	139.4	1720	OK
  59	     0	73.1	143.9	1724	OK
  60	     0	70.7	136.6	1735	OK
  61	     0	73.7	141.1	1734	OK
  62	     0	73.7	140.3	1749	OK
  63	     0	72.0	136.3	1719	OK
  64	     0	72.9	137.0	1745	OK
  65	     0	72.1	185.0	1773	OK
  66	     0	72.4	137.9	1723	OK
  67	     0	71.8	140.4	1749	OK
  68	     0	71.1	139.7	1708	OK
  69	     0	68.4	130.0	1705	OK
  70	     0	71.9	135.7	1753	OK
  71	     0	72.3	137.1	1737	OK
  72	     0	72.5	140.8	1727	OK
  73	     0	71.3	135.6	1742	OK
  74	     0	71.3	137.2	1708	OK
  75	     0	72.4	141.0	1750	OK
  76	     0	71.7	137.2	1721	OK
  77	     0	71.4	136.8	1726	OK
  78	     0	70.9	136.0	1746	OK
  79	     0	71.8	138.8	1724	OK
  80	     0	74.4	140.3	1724	OK
  81	     0	74.1	139.8	1723	OK
  82	     0	70.7	133.8	1732	OK
  83	     0	72.5	140.0	1732	OK
  84	     0	71.2	134.4	1709	OK
  85	     0	70.7	132.3	1741	OK
  86	     0	70.9	135.5	1696	OK
  87	     0	72.0	138.4	1719	OK
  88	     0	69.1	132.7	1720	OK
  89	     0	70.3	134.4	1730	OK
  90	     0	72.0	138.4	1739	OK
  91	     0	72.3	139.4	1700	OK
  92	     0	73.1	141.4	1707	OK
