#chan	code	gain	vt50	innse	comment
   0	     0	73.6	147.4	 755	OK
   1	     0	74.3	154.8	 757	OK
   2	     0	76.6	140.1	 752	OK
   3	     0	75.5	141.3	 750	OK
   4	     0	73.7	128.3	 735	OK
   5	     0	72.2	162.4	 733	OK
   6	     0	74.0	145.6	 755	OK
   7	     0	75.1	152.7	 721	OK
   8	     0	72.4	136.8	 748	OK
   9	     0	73.7	134.9	 748	OK
  10	     0	74.0	160.9	 741	OK
  11	     0	74.6	126.2	 729	OK
  12	     0	73.8	150.2	 734	OK
  13	     0	73.1	147.1	 745	OK
  14	     0	73.8	166.3	 725	OK
  15	     0	72.1	165.1	 726	OK
  16	     0	75.1	157.4	 746	OK
  17	     0	72.7	160.4	 716	OK
  18	     0	73.5	139.6	 745	OK
  19	     0	73.4	156.5	 725	OK
  20	     0	72.5	138.4	 736	OK
  21	     0	74.3	159.4	 749	OK
  22	     0	74.0	159.1	 740	OK
  23	     0	72.6	177.9	 744	OK
  24	     0	73.8	146.0	 743	OK
  25	     0	73.6	156.8	 750	OK
  26	     0	73.0	162.7	 713	OK
  27	     0	74.9	154.0	 748	OK
  28	     0	73.3	163.1	 717	OK
  29	     0	72.3	137.1	 752	OK
  30	     0	74.4	164.3	 728	OK
  31	     0	72.6	128.2	 724	OK
  32	     0	74.2	147.1	 751	OK
  33	     0	74.7	136.7	 741	OK
  34	     0	72.7	147.9	 738	OK
  35	     0	72.1	151.5	 741	OK
  36	     0	72.3	137.4	 731	OK
  37	     0	72.1	130.7	 734	OK
  38	     0	72.1	140.7	 747	OK
  39	     0	71.8	156.5	 732	OK
  40	     0	73.0	142.1	 743	OK
  41	     0	73.4	166.0	 736	OK
  42	     0	75.0	144.3	 759	OK
  43	     0	72.2	155.1	 759	OK
  44	     0	75.9	152.3	 727	OK
  45	     0	74.3	162.2	 730	OK
  46	     0	74.5	133.8	 727	OK
  47	     0	73.4	138.5	 738	OK
  48	     0	74.5	150.0	 735	OK
  49	     0	74.0	131.2	 752	OK
  50	     0	74.3	150.4	 734	OK
  51	     0	73.1	130.8	 737	OK
  52	     0	72.0	152.3	 736	OK
  53	     0	74.8	147.7	 750	OK
  54	     0	75.9	173.1	 719	OK
  55	     0	72.5	141.4	 773	OK
  56	     0	75.3	155.7	 720	OK
  57	     0	73.8	157.2	 718	OK
  58	     0	75.2	145.3	 739	OK
  59	     0	74.8	133.8	 752	OK
  60	     0	74.7	160.9	 726	OK
  61	     0	75.9	155.6	 717	OK
  62	     0	75.3	164.3	 719	OK
  63	     0	76.9	135.8	 742	OK
  64	     0	76.1	157.4	 739	OK
  65	     0	72.6	156.5	 721	OK
  66	     0	73.6	157.7	 747	OK
  67	     0	73.7	141.6	 742	OK
  68	     0	73.5	159.9	 711	OK
  69	     0	75.8	160.4	 710	OK
  70	     0	73.9	138.8	 749	OK
  71	     0	74.6	162.8	 717	OK
  72	     0	71.3	159.4	 729	OK
  73	     0	73.5	150.5	 738	OK
  74	     0	73.8	158.4	 731	OK
  75	     0	73.7	171.8	 711	OK
  76	     0	74.7	151.3	 727	OK
  77	     0	72.1	161.0	 704	OK
  78	     0	73.6	156.3	 716	OK
  79	     0	73.7	165.0	 708	OK
  80	     0	72.1	157.2	 713	OK
  81	     0	76.3	140.4	 735	OK
  82	     0	72.3	138.8	 738	OK
  83	     0	71.3	132.8	 714	OK
  84	     0	73.2	159.8	 733	OK
  85	     0	73.7	152.5	 724	OK
  86	     0	73.4	143.3	 741	OK
  87	     0	73.4	155.7	 740	OK
  88	     0	74.7	161.2	 693	OK
  89	     0	73.5	154.7	 741	OK
  90	     0	76.3	159.4	 706	OK
  91	     0	76.4	155.6	 718	OK
  92	     0	73.9	137.9	 735	OK
  93	     0	73.9	139.8	 741	OK
  94	     0	73.4	147.0	 729	OK
  95	     0	74.3	136.9	 738	OK
  96	     0	75.3	156.0	 724	OK
  97	     0	74.8	153.9	 711	OK
  98	     0	75.1	142.4	 733	OK
  99	     0	74.5	154.0	 726	OK
 100	     0	76.8	141.9	 749	OK
 101	     0	75.1	144.0	 744	OK
 102	     0	71.9	179.9	 699	OK
 103	     0	73.8	139.0	 739	OK
